1187) Scaler: Standard, classifier: PA-I--3, mean: 0.7541488154131364, class wrong: [0.04203125, 0.13747252747252747, 1.0, 1.0]
994) Scaler: Standard, classifier: SGD-sh-e-0, mean: 0.666094903587184, class wrong: [0.00140625, 0.7377760334903192, 1.0, 0.9963636363636365]
179) Scaler: MaxAbs, classifier: SGD-ei-l2--2, mean: 0.6660671533336352, class wrong: [0.003125, 0.7315096807953951, 1.0, 1.0]
29) Scaler: MaxAbs, classifier: SGD-sh-l2--6, mean: 0.6659761036876791, class wrong: [0.13359375, 0.46723181580324435, 0.8591463982853416, 0.7963636363636364]
938) Scaler: Standard, classifier: SGD-mh-n--6, mean: 0.6659225975816668, class wrong: [0.1884375, 0.3005023547880691, 0.8221600969154785, 0.8523569023569024]
913) Scaler: Standard, classifier: SGD-mh-e--4, mean: 0.6659128272771608, class wrong: [0.18562499999999998, 0.33997645211930927, 0.8125850340136054, 0.7700336700336698]
475) Scaler: MinMax, classifier: SGD-ei-l1--2, mean: 0.6657812118062194, class wrong: [0.001875, 0.7370591313448457, 1.0, 1.0]
335) Scaler: MinMax, classifier: SGD-p-e--6, mean: 0.6655551059066198, class wrong: [0.1678125, 0.34025379382522236, 0.8186795266051627, 0.9653535353535354]
308) Scaler: MinMax, classifier: SGD-mh-l2--4, mean: 0.6651745050451748, class wrong: [0.1325, 0.4455625327053898, 0.8748718665548412, 0.8584175084175085]
1314) Scaler: None, classifier: SGD-sh-e-1, mean: 0.6651479731057132, class wrong: [0.1934375, 0.2709576138147567, 0.8283244804771224, 0.8986531986531986]
28) Scaler: MaxAbs, classifier: SGD-mh-l2--6, mean: 0.6651017147688172, class wrong: [0.12515625, 0.4813396127681842, 0.8931786413195415, 0.7693265993265992]
996) Scaler: Standard, classifier: SGD-h-n-0, mean: 0.6649246874835251, class wrong: [0.20437499999999997, 0.21455259026687598, 0.8286552977355326, 0.9745117845117847]
906) Scaler: Standard, classifier: SGD-h-l2--4, mean: 0.6647613099219508, class wrong: [0.19531250000000003, 0.3051098901098901, 0.7968455875500886, 0.8455555555555556]
321) Scaler: MinMax, classifier: SGD-h-l1--6, mean: 0.6646992239945032, class wrong: [0.13921875, 0.4323495552066981, 0.8440126735625757, 0.9192255892255894]
203) Scaler: MaxAbs, classifier: SGD-ei-n--1, mean: 0.664543046558123, class wrong: [0.0012499999999999998, 0.7455860805860806, 1.0, 1.0]
1272) Scaler: None, classifier: SGD-l-e--1, mean: 0.6643480411292149, class wrong: [0.10124999999999999, 0.5610884353741497, 0.8580840555400242, 0.8734680134680135]
483) Scaler: MinMax, classifier: SGD-ei-e--2, mean: 0.6641414869550225, class wrong: [0.00296875, 0.7422344322344323, 1.0, 1.0]
929) Scaler: Standard, classifier: SGD-sh-l2--6, mean: 0.6639912559391269, class wrong: [0.1928125, 0.30869963369963377, 0.8084801043705152, 0.8455892255892253]
602) Scaler: Robust, classifier: SGD-l-l1--4, mean: 0.6639907988023237, class wrong: [0.1271875, 0.4992569335426479, 0.8392554281986767, 0.848989898989899]
253) Scaler: MaxAbs, classifier: Perceptron-l1--4, mean: 0.6638770411040463, class wrong: [0.13453125, 0.44684720041862896, 0.874746062808685, 0.8556565656565656]
907) Scaler: Standard, classifier: SGD-l-l2--4, mean: 0.6637000100368717, class wrong: [0.19453125000000002, 0.32812401883830455, 0.7907184791724908, 0.8086868686868687]
688) Scaler: Robust, classifier: SGD-mh-l2-0, mean: 0.663203236029077, class wrong: [0.000625, 0.7546546310832025, 1.0, 1.0]
558) Scaler: MinMax, classifier: Perceptron-l2--6, mean: 0.6631513665861362, class wrong: [0.17625000000000005, 0.3714965986394558, 0.8005078743826297, 0.8492255892255891]
559) Scaler: MinMax, classifier: Perceptron-e--6, mean: 0.6631513665861362, class wrong: [0.17625000000000005, 0.3714965986394558, 0.8005078743826297, 0.8492255892255891]
914) Scaler: Standard, classifier: SGD-sh-e--4, mean: 0.6631128505175593, class wrong: [0.19624999999999998, 0.3133464154892726, 0.7859006616345169, 0.8655218855218856]
920) Scaler: Standard, classifier: SGD-p-n--4, mean: 0.6629268703659412, class wrong: [0.20421874999999998, 0.30724228152799576, 0.7798061690429595, 0.8143771043771043]
908) Scaler: Standard, classifier: SGD-mh-l2--4, mean: 0.6628336155081911, class wrong: [0.200625, 0.3056436420722135, 0.7982713633398565, 0.8146801346801349]
1286) Scaler: None, classifier: SGD-h-l2-0, mean: 0.662804851246426, class wrong: [0.11515625, 0.48363160648874937, 0.9305516727238841, 0.8232996632996633]
672) Scaler: Robust, classifier: SGD-l-e--1, mean: 0.6625290491149753, class wrong: [0.0004687500000000001, 0.7587257980115123, 1.0, 1.0]
50) Scaler: MaxAbs, classifier: SGD-p-l2--2, mean: 0.6624808085876659, class wrong: [0.20734375, 0.2934798534798535, 0.8053163731245923, 0.764983164983165]
1119) Scaler: Standard, classifier: SGD-ei-n-0, mean: 0.6622294192517313, class wrong: [0.04593749999999999, 0.6224332810047095, 0.9856164383561644, 1.0]
339) Scaler: MinMax, classifier: SGD-sh-n--6, mean: 0.6618754985764234, class wrong: [0.178125, 0.3721402407116693, 0.777094399403597, 0.9116835016835017]
917) Scaler: Standard, classifier: SGD-l-n--4, mean: 0.6617746212869041, class wrong: [0.2015625, 0.327611198325484, 0.7750069890970086, 0.8068350168350168]
1159) Scaler: Standard, classifier: Perceptron-e--6, mean: 0.6616725997281386, class wrong: [0.19171875, 0.31739403453689163, 0.8084940825645326, 0.8714141414141414]
1158) Scaler: Standard, classifier: Perceptron-l2--6, mean: 0.6616725997281386, class wrong: [0.19171875, 0.31739403453689163, 0.8084940825645326, 0.8714141414141414]
921) Scaler: Standard, classifier: SGD-h-l1--6, mean: 0.6616707422301606, class wrong: [0.20015624999999998, 0.3011329147043433, 0.8044124499114714, 0.8412457912457911]
1118) Scaler: Standard, classifier: SGD-hu-n-0, mean: 0.6615472417059377, class wrong: [0.20968749999999997, 0.1951831501831502, 0.8498276022737862, 0.989090909090909]
396) Scaler: MinMax, classifier: SGD-h-n-0, mean: 0.660988658682472, class wrong: [0.02359375, 0.6952511773940346, 0.9945391855372285, 1.0]
601) Scaler: Robust, classifier: SGD-h-l1--4, mean: 0.6607883366566162, class wrong: [0.12843749999999998, 0.49773940345368917, 0.8507222066908957, 0.8693939393939394]
183) Scaler: MaxAbs, classifier: SGD-ei-e--2, mean: 0.6602882056086948, class wrong: [0.00140625, 0.7676844583987441, 1.0, 1.0]
1283) Scaler: None, classifier: SGD-mh-l1-0, mean: 0.6601988585444121, class wrong: [0.18187500000000004, 0.3837467294610152, 0.7367113968875221, 0.9688888888888888]
1243) Scaler: None, classifier: SGD-mh-l1--2, mean: 0.660118606146516, class wrong: [0.1375, 0.48238095238095224, 0.8825132792843163, 0.7457575757575757]
70) Scaler: MaxAbs, classifier: SGD-p-l2--1, mean: 0.6599969449791915, class wrong: [0.15062499999999998, 0.4318550497121926, 0.8599711117323642, 0.8349494949494949]
884) Scaler: Robust, classifier: PA-II--1, mean: 0.6599337544644523, class wrong: [0.151875, 0.44965724751439035, 0.8316373124592303, 0.8343771043771044]
1042) Scaler: Standard, classifier: SGD-hu-l1--4, mean: 0.6598157574074, class wrong: [0.11296875000000002, 0.422891156462585, 0.9788183766657348, 0.9945454545454545]
1298) Scaler: None, classifier: SGD-mh-n-0, mean: 0.6598133150302447, class wrong: [0.18562499999999998, 0.3909052851909995, 0.7277839903084521, 0.9301346801346799]
1297) Scaler: None, classifier: SGD-l-n-0, mean: 0.6598128499834588, class wrong: [0.18578125, 0.38988487702773417, 0.7284642624172957, 0.9301346801346799]
1095) Scaler: Standard, classifier: SGD-ei-l2--1, mean: 0.6597230177564142, class wrong: [0.00078125, 0.7726609105180533, 1.0, 1.0]
935) Scaler: Standard, classifier: SGD-p-e--6, mean: 0.6592661684148171, class wrong: [0.20343750000000002, 0.30975667189952905, 0.7934255894138477, 0.8472390572390573]
1293) Scaler: None, classifier: SGD-mh-e-0, mean: 0.6591295270996149, class wrong: [0.10015624999999999, 0.5540083725798011, 0.89748392507688, 0.905151515151515]
664) Scaler: Robust, classifier: SGD-sh-l1--1, mean: 0.6585623875926981, class wrong: [0.13890625, 0.5436080586080587, 0.780365296803653, 0.8132996632996633]
1241) Scaler: None, classifier: SGD-h-l1--2, mean: 0.6585450744740172, class wrong: [0.11906249999999999, 0.5532208267922554, 0.8646165315441244, 0.7826262626262627]
15) Scaler: MaxAbs, classifier: SGD-p-e--4, mean: 0.6584265786071954, class wrong: [0.1528125, 0.4777708006279435, 0.8174587643276487, 0.7876430976430976]
1183) Scaler: Standard, classifier: PA-I--1, mean: 0.6580960504259269, class wrong: [0.20515624999999998, 0.31128466771323915, 0.7955083403224303, 0.8379461279461278]
175) Scaler: MaxAbs, classifier: SGD-ei-l1--2, mean: 0.6580739907078328, class wrong: [0.00140625, 0.7793982208267922, 1.0, 1.0]
1299) Scaler: None, classifier: SGD-sh-n-0, mean: 0.6580612414490419, class wrong: [0.16234375, 0.4830455259026687, 0.7780775323828162, 0.7700673400673401]
22) Scaler: MaxAbs, classifier: SGD-l-l1--6, mean: 0.6579408589879195, class wrong: [0.17796875, 0.38070120355834647, 0.8544543844935234, 0.7510101010101009]
282) Scaler: MaxAbs, classifier: PA-II-0, mean: 0.6579236464995438, class wrong: [0.16609374999999998, 0.4216378859236002, 0.8015608983319356, 0.884848484848485]
962) Scaler: Standard, classifier: SGD-l-l1--1, mean: 0.6578910863646408, class wrong: [0.0075, 0.7604421768707483, 1.0, 1.0]
21) Scaler: MaxAbs, classifier: SGD-h-l1--6, mean: 0.6575499257354565, class wrong: [0.16765625, 0.4273050758765044, 0.8193597987140061, 0.8054208754208754]
334) Scaler: MinMax, classifier: SGD-sh-e--6, mean: 0.6570662901944075, class wrong: [0.1609375, 0.42666928309785457, 0.8428152082750907, 0.8326262626262626]
915) Scaler: Standard, classifier: SGD-p-e--4, mean: 0.656930862514155, class wrong: [0.20640625000000004, 0.3424960753532182, 0.7763116205386263, 0.7846464646464646]
783) Scaler: Robust, classifier: SGD-ei-e--2, mean: 0.656824559397044, class wrong: [0.0025, 0.7829330193615909, 1.0, 0.9981481481481481]
926) Scaler: Standard, classifier: SGD-h-l2--6, mean: 0.6564713100508488, class wrong: [0.20374999999999996, 0.3107221350078493, 0.8078091510576835, 0.8545454545454545]
1415) Scaler: None, classifier: SGD-ei-e-0, mean: 0.656423373909718, class wrong: [0.07062500000000001, 0.5638880167451596, 1.0, 0.9927272727272728]
1390) Scaler: None, classifier: SGD-hu-l1--1, mean: 0.655871878703312, class wrong: [0.02015625, 0.743937728937729, 0.9808219178082191, 1.0]
603) Scaler: Robust, classifier: SGD-mh-l1--4, mean: 0.6558700129501732, class wrong: [0.14578125, 0.48497383568812136, 0.8289302022178735, 0.8636700336700338]
923) Scaler: Standard, classifier: SGD-mh-l1--6, mean: 0.6557818621169027, class wrong: [0.20578124999999997, 0.3338042909471481, 0.7880439847171745, 0.8136026936026935]
1263) Scaler: None, classifier: SGD-mh-l1--1, mean: 0.655464546447741, class wrong: [0.18046875, 0.4906514913657771, 0.7088016028329139, 0.767070707070707]
1157) Scaler: Standard, classifier: Perceptron-l1--6, mean: 0.6552026139631039, class wrong: [0.19921875, 0.33330193615907905, 0.8248345913707948, 0.8050168350168351]
775) Scaler: Robust, classifier: SGD-ei-l1--2, mean: 0.6551738613760493, class wrong: [0.0009375, 0.7962899005756149, 1.0, 1.0]
1203) Scaler: None, classifier: SGD-mh-l1--4, mean: 0.6550026926452449, class wrong: [0.11234374999999999, 0.515075876504448, 0.936585593141366, 0.8756228956228957]
912) Scaler: Standard, classifier: SGD-l-e--4, mean: 0.6540472022680509, class wrong: [0.21937500000000001, 0.32455782312925174, 0.7669089553629671, 0.7775084175084175]
931) Scaler: Standard, classifier: SGD-h-e--6, mean: 0.6537587482699914, class wrong: [0.20703125, 0.32407378335949766, 0.7920417482061317, 0.8617508417508416]
1086) Scaler: Standard, classifier: SGD-hu-n--2, mean: 0.6537428277849687, class wrong: [0.0003125, 0.805879120879121, 1.0, 1.0]
933) Scaler: Standard, classifier: SGD-mh-e--6, mean: 0.6536768322586273, class wrong: [0.20890625, 0.3061643118785976, 0.803708880812599, 0.875016835016835]
1099) Scaler: Standard, classifier: SGD-ei-e--1, mean: 0.6535483806539322, class wrong: [0.00078125, 0.8053872318158033, 1.0, 1.0]
264) Scaler: MaxAbs, classifier: Perceptron-n--2, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
260) Scaler: MaxAbs, classifier: Perceptron-n--6, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
268) Scaler: MaxAbs, classifier: Perceptron-n--1, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
272) Scaler: MaxAbs, classifier: Perceptron-n--0, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
256) Scaler: MaxAbs, classifier: Perceptron-n--4, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
276) Scaler: MaxAbs, classifier: Perceptron-n-1, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
280) Scaler: MaxAbs, classifier: Perceptron-n-2, mean: 0.6535055510658138, class wrong: [0.1565625, 0.45019361590790163, 0.8631767775603392, 0.8127946127946128]
1156) Scaler: Standard, classifier: Perceptron-n--4, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
1180) Scaler: Standard, classifier: Perceptron-n-2, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
1160) Scaler: Standard, classifier: Perceptron-n--6, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
1164) Scaler: Standard, classifier: Perceptron-n--2, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
1168) Scaler: Standard, classifier: Perceptron-n--1, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
1172) Scaler: Standard, classifier: Perceptron-n--0, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
1176) Scaler: Standard, classifier: Perceptron-n-1, mean: 0.6534578134701359, class wrong: [0.20593750000000002, 0.3210439560439561, 0.8042726679712981, 0.857912457912458]
39) Scaler: MaxAbs, classifier: SGD-sh-n--6, mean: 0.6526246410648708, class wrong: [0.18890625, 0.3612611198325484, 0.8057077625570775, 0.922996632996633]
582) Scaler: MinMax, classifier: PA-II-0, mean: 0.6524259885693744, class wrong: [0.15500000000000003, 0.48760073260073256, 0.8064206504519615, 0.86993265993266]
1256) Scaler: None, classifier: SGD-h-n--2, mean: 0.6519006772309599, class wrong: [0.1428125, 0.5217948717948718, 0.8831842325971484, 0.6952861952861953]
930) Scaler: Standard, classifier: SGD-p-l2--6, mean: 0.6518506697629143, class wrong: [0.21187499999999998, 0.3184536891679749, 0.8016867020780916, 0.8363636363636363]
932) Scaler: Standard, classifier: SGD-l-e--6, mean: 0.6518161384079162, class wrong: [0.2134375, 0.32152537938252224, 0.7878296524089088, 0.8438383838383838]
292) Scaler: MaxAbs, classifier: PA-II-1, mean: 0.6517451918083804, class wrong: [0.1740625, 0.429814233385662, 0.7995014444133818, 0.8848821548821549]
934) Scaler: Standard, classifier: SGD-sh-e--6, mean: 0.6517348858239995, class wrong: [0.20796874999999998, 0.32656200941915225, 0.8009365389991613, 0.8563973063973064]
936) Scaler: Standard, classifier: SGD-h-n--6, mean: 0.6517348816938199, class wrong: [0.22078124999999998, 0.30418105703819986, 0.7927779330910446, 0.8084848484848484]
679) Scaler: Robust, classifier: SGD-sh-n--1, mean: 0.651427438934366, class wrong: [0.14890625, 0.5482129774986919, 0.7891715590345727, 0.790976430976431]
281) Scaler: MaxAbs, classifier: PA-I-0, mean: 0.6513589976222365, class wrong: [0.17453125, 0.43032443746729465, 0.7988165129065325, 0.8867340067340066]
291) Scaler: MaxAbs, classifier: PA-I-1, mean: 0.6513589976222365, class wrong: [0.17453125, 0.43032443746729465, 0.7988165129065325, 0.8867340067340066]
293) Scaler: MaxAbs, classifier: PA-I-2, mean: 0.6513589976222365, class wrong: [0.17453125, 0.43032443746729465, 0.7988165129065325, 0.8867340067340066]
940) Scaler: Standard, classifier: SGD-p-n--6, mean: 0.6513446884255429, class wrong: [0.21578124999999998, 0.31328100470957615, 0.7852856210977541, 0.8624242424242425]
294) Scaler: MaxAbs, classifier: PA-II-2, mean: 0.6512623792647485, class wrong: [0.17453125, 0.43032443746729465, 0.7995014444133818, 0.8867340067340066]
928) Scaler: Standard, classifier: SGD-mh-l2--6, mean: 0.6512444280491754, class wrong: [0.21234375000000005, 0.32503139717425433, 0.8008713074270805, 0.8194276094276095]
1426) Scaler: None, classifier: SGD-hu-l2-1, mean: 0.6512263736934786, class wrong: [0.0059375, 0.8008843537414967, 1.0, 1.0]
1264) Scaler: None, classifier: SGD-sh-l1--1, mean: 0.6510961501289303, class wrong: [0.155625, 0.49987702773417053, 0.817454104929643, 0.8143434343434344]
186) Scaler: MaxAbs, classifier: SGD-hu-n--2, mean: 0.6508498655291449, class wrong: [0.0, 0.8222030350601779, 1.0, 1.0]
645) Scaler: Robust, classifier: SGD-p-l1--2, mean: 0.6504211184800346, class wrong: [0.145625, 0.5441287284144428, 0.7527676824154319, 0.9596632996632998]
1096) Scaler: Standard, classifier: SGD-sei-l2--1, mean: 0.6503122422937857, class wrong: [0.15687500000000001, 0.3790685504971219, 0.9441804118907836, 0.9102693602693602]
699) Scaler: Robust, classifier: SGD-sh-n-0, mean: 0.6498002728718011, class wrong: [0.14078125, 0.5277629513343799, 0.8703708880812598, 0.772929292929293]
1102) Scaler: Standard, classifier: SGD-hu-n--1, mean: 0.649595685635209, class wrong: [0.000625, 0.8268184196755625, 1.0, 1.0]
486) Scaler: MinMax, classifier: SGD-hu-n--2, mean: 0.6494045926612307, class wrong: [0.0, 0.8298587127158555, 1.0, 1.0]
1153) Scaler: Standard, classifier: Perceptron-l1--4, mean: 0.6492274525328823, class wrong: [0.20921875, 0.33175300889586606, 0.8125990122076228, 0.8396969696969696]
1078) Scaler: Standard, classifier: SGD-hu-l2--2, mean: 0.648823856107671, class wrong: [0.0, 0.8329644165358451, 1.0, 1.0]
1257) Scaler: None, classifier: SGD-l-n--2, mean: 0.648819109504619, class wrong: [0.16234375, 0.4834275248560963, 0.8444413381791073, 0.7679461279461279]
450) Scaler: MinMax, classifier: SGD-hu-e--4, mean: 0.6486227087482085, class wrong: [0.12125, 0.4684850863422292, 0.9589041095890412, 1.0]
1454) Scaler: None, classifier: Perceptron-l2--4, mean: 0.6485341031013283, class wrong: [0.079375, 0.6701805337519623, 0.9296757058987979, 0.8468013468013467]
1455) Scaler: None, classifier: Perceptron-e--4, mean: 0.6485341031013283, class wrong: [0.079375, 0.6701805337519623, 0.9296757058987979, 0.8468013468013467]
23) Scaler: MaxAbs, classifier: SGD-mh-l1--6, mean: 0.6484949899267873, class wrong: [0.1571875, 0.4668236525379382, 0.8747134470226448, 0.8094276094276095]
1258) Scaler: None, classifier: SGD-mh-n--2, mean: 0.6480646159045425, class wrong: [0.13999999999999996, 0.515094191522763, 0.9018777373963285, 0.7765656565656565]
1398) Scaler: None, classifier: SGD-hu-e--1, mean: 0.6479350311558338, class wrong: [0.061562500000000006, 0.64223704866562, 0.9986347963843072, 0.9836363636363636]
606) Scaler: Robust, classifier: SGD-h-l2--4, mean: 0.647858506132476, class wrong: [0.1690625, 0.45075614861329144, 0.8425356443947442, 0.8287878787878787]
927) Scaler: Standard, classifier: SGD-l-l2--6, mean: 0.6477911269601007, class wrong: [0.215625, 0.31993720565149136, 0.8104836455129998, 0.8398653198653199]
592) Scaler: MinMax, classifier: PA-II-1, mean: 0.6474048132986998, class wrong: [0.16234375, 0.4998665620094192, 0.7961466778492219, 0.8626599326599328]
581) Scaler: MinMax, classifier: PA-I-0, mean: 0.6473081945819981, class wrong: [0.16296875, 0.4998665620094192, 0.7947814742335291, 0.8608080808080809]
1274) Scaler: None, classifier: SGD-sh-e--1, mean: 0.6472728542378838, class wrong: [0.12890625, 0.5557247514390371, 0.8622914919392415, 0.8823569023569023]
594) Scaler: MinMax, classifier: PA-II-2, mean: 0.6472119489086278, class wrong: [0.1628125, 0.5003767660910518, 0.7947814742335291, 0.8626599326599328]
591) Scaler: MinMax, classifier: PA-I-1, mean: 0.6471153305511398, class wrong: [0.16296875, 0.5003767660910518, 0.7947814742335291, 0.8626599326599328]
593) Scaler: MinMax, classifier: PA-I-2, mean: 0.6471153305511398, class wrong: [0.16296875, 0.5003767660910518, 0.7947814742335291, 0.8626599326599328]
1155) Scaler: Standard, classifier: Perceptron-e--4, mean: 0.647001883881638, class wrong: [0.2125, 0.335279958137101, 0.8166293914826206, 0.8197979797979797]
1154) Scaler: Standard, classifier: Perceptron-l2--4, mean: 0.647001883881638, class wrong: [0.2125, 0.335279958137101, 0.8166293914826206, 0.8197979797979797]
924) Scaler: Standard, classifier: SGD-sh-l1--6, mean: 0.6468125589099225, class wrong: [0.21656250000000005, 0.33795656724228157, 0.7839204174820613, 0.8544107744107743]
779) Scaler: Robust, classifier: SGD-ei-l2--2, mean: 0.6467987787557052, class wrong: [0.0421875, 0.715989010989011, 0.9931972789115646, 0.9815824915824916]
623) Scaler: Robust, classifier: SGD-mh-l1--6, mean: 0.6465960511635369, class wrong: [0.1846875, 0.43389586603872327, 0.8132093933463796, 0.8090572390572388]
621) Scaler: Robust, classifier: SGD-h-l1--6, mean: 0.6465927909817104, class wrong: [0.1753125, 0.44871009942438517, 0.8376945298667413, 0.7994612794612793]
922) Scaler: Standard, classifier: SGD-l-l1--6, mean: 0.6465257744411829, class wrong: [0.22000000000000003, 0.3317451596023025, 0.7832028701891717, 0.8437373737373737]
1202) Scaler: None, classifier: SGD-l-l1--4, mean: 0.6465018638723865, class wrong: [0.12203125, 0.5581004709576138, 0.9111313018358027, 0.8364646464646464]
96) Scaler: MaxAbs, classifier: SGD-h-n-0, mean: 0.6463209167638619, class wrong: [0.015312500000000001, 0.7970094191522763, 0.9986394557823128, 1.0]
925) Scaler: Standard, classifier: SGD-p-l1--6, mean: 0.6462397272575867, class wrong: [0.22296875000000002, 0.32308477237048666, 0.7826204454384493, 0.8472053872053872]
605) Scaler: Robust, classifier: SGD-p-l1--4, mean: 0.6461428404405044, class wrong: [0.16234374999999995, 0.49366562009419157, 0.8201518963749883, 0.8473400673400674]
857) Scaler: Robust, classifier: Perceptron-l1--6, mean: 0.6461363215178653, class wrong: [0.17484375000000002, 0.45171114599686024, 0.8248206131767775, 0.8384848484848485]
803) Scaler: Robust, classifier: SGD-ei-n--1, mean: 0.6458354851935519, class wrong: [0.00296875, 0.8436342229199372, 0.9945205479452055, 0.9981481481481481]
1184) Scaler: Standard, classifier: PA-II--1, mean: 0.6454622248049107, class wrong: [0.2240625, 0.33886446886446886, 0.7593700493896189, 0.8545791245791247]
1088) Scaler: Standard, classifier: SGD-sei-n--2, mean: 0.6450768807407288, class wrong: [0.19984375, 0.31850078492935635, 0.8650358773646445, 0.9353198653198656]
1080) Scaler: Standard, classifier: SGD-sei-l2--2, mean: 0.6449802623832408, class wrong: [0.19953125, 0.31952642595499736, 0.8650358773646445, 0.9371717171717174]
1260) Scaler: None, classifier: SGD-p-n--2, mean: 0.6449467597793028, class wrong: [0.1628125, 0.5319701726844583, 0.8126875407697325, 0.7443434343434343]
1465) Scaler: None, classifier: Perceptron-l1--1, mean: 0.6448760994248659, class wrong: [0.11562499999999998, 0.6193799058084772, 0.8513419066256638, 0.8847138047138046]
861) Scaler: Robust, classifier: Perceptron-l1--2, mean: 0.6444108524794312, class wrong: [0.14375, 0.5006567242281529, 0.8790606653620351, 0.9137710437710437]
519) Scaler: MinMax, classifier: SGD-ei-n-0, mean: 0.6443951556921094, class wrong: [0.017812500000000002, 0.798003663003663, 1.0, 1.0]
987) Scaler: Standard, classifier: SGD-l-l2-0, mean: 0.6443896604821789, class wrong: [0.0004687500000000001, 0.8548456305599161, 1.0, 1.0]
1204) Scaler: None, classifier: SGD-sh-l1--4, mean: 0.643664753086516, class wrong: [0.108125, 0.6235897435897436, 0.8939334637964775, 0.8643771043771042]
1221) Scaler: None, classifier: SGD-h-l1--6, mean: 0.6436335654588983, class wrong: [0.12109375000000003, 0.5627367870225013, 0.9162333426521295, 0.8734343434343435]
939) Scaler: Standard, classifier: SGD-sh-n--6, mean: 0.6436309500207198, class wrong: [0.21984374999999998, 0.3333437990580848, 0.7975631348429782, 0.8562626262626264]
219) Scaler: MaxAbs, classifier: SGD-ei-n-0, mean: 0.643537226890017, class wrong: [0.018124999999999995, 0.8014652014652015, 1.0, 1.0]
1242) Scaler: None, classifier: SGD-l-l1--2, mean: 0.6433351400823468, class wrong: [0.1540625, 0.5784903192046049, 0.8169881651290651, 0.7008754208754209]
1008) Scaler: Standard, classifier: SGD-mh-l2-1, mean: 0.6431277623830934, class wrong: [0.02109375, 0.793956043956044, 1.0, 1.0]
561) Scaler: MinMax, classifier: Perceptron-l1--2, mean: 0.6430677765565785, class wrong: [0.14890625, 0.4819597069597069, 0.9232876712328768, 0.8276430976430976]
1082) Scaler: Standard, classifier: SGD-hu-e--2, mean: 0.6429387015734022, class wrong: [0.0, 0.8641548927263214, 1.0, 1.0]
1259) Scaler: None, classifier: SGD-sh-n--2, mean: 0.6426615147187956, class wrong: [0.169375, 0.4937467294610152, 0.8308172584102135, 0.8012457912457913]
1252) Scaler: None, classifier: SGD-l-e--2, mean: 0.6426397322633749, class wrong: [0.125625, 0.5320722135007848, 0.939166899636567, 0.8872053872053872]
1489) Scaler: None, classifier: PA-I--4, mean: 0.6426257668379821, class wrong: [0.13703125, 0.5699215070643643, 0.8353275556798062, 0.8957239057239057]
610) Scaler: Robust, classifier: SGD-p-l2--4, mean: 0.6423699716063217, class wrong: [0.16656250000000003, 0.49109890109890114, 0.8412030565650918, 0.8217171717171718]
1288) Scaler: None, classifier: SGD-mh-l2-0, mean: 0.642180195419893, class wrong: [0.09328125, 0.6638854003139717, 0.9216475631348429, 0.8494612794612794]
937) Scaler: Standard, classifier: SGD-l-n--6, mean: 0.6415997325441458, class wrong: [0.21765624999999997, 0.37161957090528513, 0.7913242009132421, 0.7994612794612795]
1210) Scaler: None, classifier: SGD-p-l2--4, mean: 0.6415825878120294, class wrong: [0.11234375, 0.6271454735740452, 0.8920650451961606, 0.8483838383838384]
895) Scaler: Robust, classifier: BNB-1, mean: 0.6414849629763003, class wrong: [0.15796875, 0.5375667189952904, 0.9010530239493058, 0.6110437710437712]
896) Scaler: Robust, classifier: BNB-0.75, mean: 0.6414849629763003, class wrong: [0.15796875, 0.5375667189952904, 0.9010530239493058, 0.6110437710437712]
897) Scaler: Robust, classifier: BNB-0.5, mean: 0.6414846837324925, class wrong: [0.15796875, 0.5375693354264782, 0.9010530239493058, 0.6110437710437712]
898) Scaler: Robust, classifier: BNB-0.25, mean: 0.6414846837324925, class wrong: [0.15796875, 0.5375693354264782, 0.9010530239493058, 0.6110437710437712]
899) Scaler: Robust, classifier: BNB-0.0001, mean: 0.6412919122441693, class wrong: [0.158125, 0.5385897435897435, 0.9003680924424564, 0.6110437710437712]
